Rank	Surname	n_i
21137	KUNCÕÿ	29
33140	KUNCITER	14
2986	KUNCL	273
30590	KUNCMAN	16
57717	KUNCZIK	5
27565	KUN»	19
36187	KUN»¡K	12
3480	KUN»AR	237
48698	KUN»¡R	7
40108	KUN»E	10
5847	KUN»ICK›	144
57718	KUN»IK	5
5081	KUN»ÕK	164
28496	KUNDEL	18
36188	K‹NDEL	12
18343	KUNDELA	36
42483	KUNDEL¡SEK	9
29554	KUNDELIUS	17
4183	KUNDERA	200
30591	KUNDERKA	16
22689	KUNDERT	26
42484	KUNDL	9
34565	KUNDLA	13
23876	KUNDRA	24
40109	KUNDR¡»	10
52731	KUNDR¡K	6
48699	KUNDRAT	7
1893	KUNDR¡T	405
5556	KUNDRATA	151
20253	KUNDR¡TEK	31
36189	KUNDRIK	12
42485	KUNDRÕK	9
33141	KUNDRLÕK	14
13606	KUNDRT	55
30592	KUNDRUM	16
45302	KUNDT	8
40110	KUND›SEK	10
52732	KUNEC	6
2346	KUNERT	340
742	KUNEä	897
22690	KUNETA	26
17085	KUNETEK	40
19033	KUNETKA	34
40111	KUNFT	10
13413	KUNHART	56
52733	KUNIAK	6
6338	KUNICK›	133
48700	KUNÕ»EK	7
26707	KUNIK	20
6251	KUNÕK	135
57719	KUNITZK›	5
22140	KUNKA	27
22691	KUNKELA	26
23877	KUNOR	24
40112	KUNORZA	10
57720	KUNOV	5
10528	KUNOVJ¡NEK	76
3711	KUNOVSK›	223
48701	KUNRAD	7
8088	KUNRT	103
45303	KUNSCHKE	8
34566	KUNSK›	13
1756	KUNST	436
45304	KUNSTA	8
42486	KUNSTAR	9
45305	KUNST¡T	8
30593	K‹NSTLER	16
42487	K€NSTLER	9
29555	KUNSTM‹LLER	17
29556	KUNSTM€LLER	17
42488	K‹NSTNER	9
36190	KUNSTOVN›	12
48702	KUNST›ÿ	7
25209	KUNäTA	22
17086	KUNäT¡R	40
42489	KUNäT¡T	9
42490	KUNäT¡TSK›	9
33142	KUNäTEK	14
3164	KUNT	259
17680	KUNTA	38
14884	KUNTE	49
7393	KUNTOä	113
52734	KUNTSCHER	6
31819	KUNYT	15
1654	KUNZ	456
52735	KUNZA	6
15302	KUNZE	47
19860	K‹NZEL	32
29557	K€NZEL	17
42491	KUNZEND÷RFER	9
57721	KUNZEND’RFER	5
34567	KUNZFELD	13
29558	KUNZL	17
36191	K‹NZL	12
24533	KUNZMANN	23
42492	KUNZO	9
21138	KUP	29
12903	KUPA	59
28497	KŸPA	18
57722	KUPAR	5
24534	KUPCZAK	23
48703	KUPCZYK	7
12376	KUP»A	62
8161	KUP»¡K	102
24535	KUP»EK	23
52736	KUP»I	6
57723	KUP»IK	5
1662	KUP»ÕK	455
27566	KUP»INA	19
28498	KUP»O	18
37962	KUP»OK	11
824	KUPEC	830
40113	KUPECK›	10
9677	KUPE»EK	84
18667	KUPERA	35
45306	KUPF	8
27567	KUPIEC	19
6150	KUPILÕK	137
304	KUPKA	1901
48704	KUPK¡R	7
45307	KUPKOVI»	8
52737	KUPLENT	6
9785	KUPR	83
5024	KUPSA	166
4672	KUPSK›	177
45308	KUPäA	8
40114	KUPäOVSK›	10
57724	KUPTA	5
29559	KUPTÕK	17
23271	K⁄R	25
16530	KŸR	42
14215	KURA	52
4766	KŸRA	174
27568	KURACINA	19
57725	KURA»	5
30594	KURACH	16
52738	KURAJ	6
37963	KURAJSK›	11
48705	KURAK	7
15750	KUR¡K	45
12377	KURAL	62
45309	KURAN	8
36192	KURA“	12
10529	KUR¡“	76
14216	KURANDA	52
45310	KURAS	8
57726	KURAä	5
23878	KUR¡é	24
27569	KURBEL	19
57727	K‹RBIS	5
3693	KURC	224
57728	KURCIK	5
52739	KURCIN	6
57729	KURCINA	5
45311	KURCINÕK	8
52740	KURCZ	6
52741	KUR»A	6
15536	KUR»ÕK	46
34568	KUR»INA	13
45312	KURDÃJOVSK›	8
57730	KURDEL	5
52742	KURDI	6
20687	KURDÕK	30
15751	KURDIOVSK›	45
42493	KURDZIEL	9
22692	KUREC	26
11389	KURE»AJ	69
2306	KURE»KA	344
40115	KŸRE»KA	10
52743	KURE»KO	6
4961	KUREJ	168
4060	KUREK	206
8442	KUREL	98
57731	KURELL	5
52744	KURENDA	6
5082	KUREä	164
18004	KURFIRST	37
6590	KURFIÿT	128
4962	KURF‹RST	168
11000	KURF€RST	72
37964	KURHAJEC	11
34569	KURIAK	13
11294	KURIAL	70
30595	KURI¡L	16
7512	KURIC	111
23879	KURI»AJ	24
52745	KURIL	6
45313	KURILA	8
45314	KURILJAK	8
19034	KURILLA	34
31820	KURIMAI	15
52746	KURIM»¡K	6
30596	KURIMSK›	16
16531	KURINA	42
15537	KURINEC	46
42494	KURINOVSK›	9
22141	KURIä	27
37965	KURIäKO	11
45315	KURJAK	8
57732	KURJAN	5
698	KURKA	941
1082	KŸRKA	654
48706	KURKIN	7
45316	KURLAND	8
52747	KURLETO	6
48707	KURNAT	7
57733	KURNICK›	5
27570	KURNIK	19
48708	KURO»KA	7
18344	KUROPATA	36
45317	KUROPATNICK›	8
52748	KUROP»¡K	6
57734	KUROTA	5
31821	KUROVEC	15
17681	KUROVSK›	38
12218	KUROWSKI	63
57735	KURPAä	5
48709	KURPIL	7
45318	KURPITA	8
57736	KURRAY	5
8002	KURSA	104
45319	KURSCH	8
45320	KURSK›	8
19861	KURä	32
57737	KURäEL	5
52749	KURäTEIN	6
20254	KURTA	31
33143	KURç¡K	14
36193	KURTANI»	12
48710	KURTANSK›	7
45321	K‹RTHY	8
48711	KURTI	7
45322	K‹RTI	8
57738	KURTÕK	5
4249	KURTIN	197
28499	KURTINEC	18
27571	KURTIä	19
57739	KURTULÕK	5
36194	KURTY	12
57740	K‹RTY	5
57741	KURTYKA	5
28500	KURTZ	18
9302	KURU	88
2382	KURUC	335
6432	KURUCZ	131
30597	KURUS	16
57742	KURUäTA	5
33144	KURYL	14
31822	KUR›L	15
25934	KURYLUK	21
16802	KURYVI¡L	41
3507	KURZ	235
31823	KURZER	15
52750	KURZICA	6
25210	KURZOK	22
25935	KURZVEIL	21
16013	KURZWEIL	44
45323	KURZYSZ	8
52751	KURéEJA	6
15752	KUÿ¡K	45
4767	KUÿ¡TKO	174
30598	KUÿAVA	16
5293	KUÿE	158
42495	KŸÿE	9
13607	KUÿEC	55
31824	KUÿICA	15
7330	KUÿÕK	114
8089	KUÿIL	103
20255	K⁄ÿIL	31
5175	KŸÿIL	161
40116	KUÿIMSK›	10
20256	KUÿÕMSK›	31
8923	KUÿINA	92
9303	KUÿITKA	88
31825	KUÿÕTKA	15
5176	KUS	161
14652	KUå	50
1427	KŸS	517
16014	KŸSA	44
1767	KUS¡K	434
8301	KUSALA	100
52752	KUSALÕK	6
18668	KUSBACH	35
37966	KUSEBAUCH	11
42496	KUSEBOUCH	9
57743	KUSEK	5
20688	KUSENDA	30
31826	KUSCH	15
52753	KUSCHE	6
57744	KUSCHEL	5
48712	K‹SCHNER	7
48713	K€SCHNER	7
40117	KUSIAK	10
16532	KUSÕK	42
17360	KUSIN	39
36195	KUSÕN	12
48714	KUSINA	7
24536	KUSKA	23
23880	KUSKO	24
30599	KUSMI»	16
52754	KUSNÃÿ	6
22693	KUSNIERZ	26
42497	KUåNIERZ	9
36196	KUSNÕK	12
21607	KUSOVSK›	28
52755	KUSPIä	6
48715	KUSS	7
45324	KUSSIOR	8
31827	KUST	15
6489	KŸST	130
5898	KŸSTKA	143
48716	KUSTRA	7
57745	KUSTV¡N	5
1272	KUS›	573
9103	KUSYN	90
21608	KUS›N	28
16015	KUä	44
57746	KUäAN	5
57747	KUä»¡K	5
52756	KUäEJ	6
57748	KUäEV	5
45325	KUäIAK	8
16016	KUäI»KA	44
31828	KUäÕK	15
28501	KUäINA	18
5952	KUäKA	142
45326	KUäL	8
42498	KUäMIREK	9
57749	KUäMÕREK	5
25211	KUäNER	22
48717	KUäNERIK	7
21139	KUäNIER	29
25212	KUäNIERIK	22
23881	KUäNIR	24
7394	KUäNÕR	113
48718	KUäNIRAK	7
29560	KUäNIR¡K	17
33145	KUäNIRIK	14
12219	KUäTA	63
33146	KUäTAN	14
36197	KUäTEIN	12
52757	KUäTEK	6
18005	KUT	37
13608	KŸT	55
4737	KUTA	175
3518	KŸTA	234
22694	KUTA»	26
6384	KUT¡»	132
25213	KUT¡»EK	22
25936	KUTAJ	21
45327	KUTAK	8
16533	KUT¡K	42
8090	KUç¡K	103
9104	KUTAL	90
2751	KUT¡LEK	294
48719	KUTARNIA	7
40118	KUTAä	10
48720	KUTEJ	7
4078	KUTÃJ	205
15753	KUTEK	45
8003	KŸTEK	104
48721	KUTÃNA	7
57750	KUTENI»	5
52758	K⁄TH	6
1523	KUTHAN	488
10643	KUTHEIL	75
48722	KUTHEJL	7
42499	KUTCHAN	9
28502	KUTI	18
22695	KUTI»KA	26
29561	KUTIFEL	17
52759	KUTICH	6
5625	KUTÕK	149
1403	KUTIL	525
2064	KUTÕLEK	378
31829	KUTÕN	15
4446	KUTINA	188
5626	KUTIä	149
23882	KUTKA	24
24537	KUçKA	23
25214	KŸTKA	22
31830	KUTLAK	15
3033	KUTL¡K	270
52760	KUTLOCH	6
11537	KUTLVAäR	68
18669	KUTMAN	35
17682	KUTMON	38
24538	KUT“¡K	23
7276	KUTNAR	115
14425	KUTNER	51
52761	KUTNIK	6
42500	KUTNÕK	9
42501	K⁄TNÕK	9
10100	KUTNOHORSK›	80
36198	KUTN›	12
42502	K⁄TNY	9
5848	KUTRA	144
40119	KUTÿÕN	10
52762	KUTSCHER	6
42503	KUTSCHERAUER	9
52763	KUTSCHKA	6
52764	KUTSCHKER	6
31831	KUTTA	15
57751	KUTTAN	5
57752	KUTTELVAäER	5
14217	KUTTELWASCHER	52
45328	KUTTENBERG	8
22142	KUTTICH	27
18670	KUTTLER	35
45329	KUTTMANN	8
23883	KUTTNER	24
48723	KUTTY	7
9019	KUT›	91
28503	KUTZEND÷RFER	18
48724	KUTZEND’RFER	7
19441	KUTZLER	33
9985	KUVIK	81
16534	KUVÕK	42
16535	KUX	42
48725	KUZ¡R	7
25215	KUZBA	22
52765	KUZBACH	6
12561	KUZDAS	61
45330	KUZœAS	8
42504	KUZDÿ¡L	9
33147	KUZEBAUCH	14
45331	KUZEBOUCH	8
57753	KUZICA	5
52766	KUZIO	6
37967	KUZIV	11
29562	KŸZL	17
3935	KUZMA	211
37968	KUèMA	11
21140	KUZMIAK	29
37969	KUZMI»	11
20689	KUZMÕK	30
48726	KUZMÕN	7
37970	KUZ“ARSK›	11
30600	KUZNÃCOV	16
52767	KUZNIARSK›	6
40120	KUZNICIUS	10
31832	KUZNIK	15
3672	KUZNÕK	225
802	KUéEL	846
5517	KŸéEL	152
1842	KUéELA	415
42505	KŸéELA	9
57754	KUéELA-NEUBAUER	5
11670	KUéELÕK	67
3275	KUéELKA	252
36199	KŸéELKA	12
52768	KUéELOVSK›	6
48727	KUéIEL	7
4710	KUéÕLEK	176
11538	KUéMA	68
52769	KUéMIAK	6
37971	KUéNIAR	11
22143	KUéNÕK	27
34570	KUéVART	13
52770	KVACSKAI	6
12093	KV¡»	64
52771	KVA»A	6
7073	KV¡»A	119
5627	KVA»EK	149
40121	KV¡»EK	10
52772	KVA»KAJ	6
27572	KVAISER	19
36200	KVAIZAR	12
36201	KVAJSAR	12
11001	KVAK	72
48728	KVAKA	7
45332	KVALTIN	8
40122	KVALTÕN	10
42506	KVANKA	9
258	KVAPIL	2160
9202	KVAPILÕK	89
48729	KVAR»¡K	7
2413	KVARDA	330
48730	KVARTEK	7
48731	KVAS	7
13999	KVASIL	53
29563	KVAS“A	17
31833	KVAS“¡K	15
52773	KVASNIAK	6
2423	KVASNICA	329
13225	KVASNI»¡K	57
491	KVASNI»KA	1290
25216	KVASNÕK	22
15092	KVASNOVSK›	48
28504	KVAS“OVSK›	18
42507	KVASN›	9
25217	KVAä	22
4625	KV¡ä	179
34571	KV¡äA	13
45333	KVAäINSK›	8
30601	KVAä“¡K	16
37972	KVAäNOVSK›	11
21141	KVAä“OVSK›	29
22696	KVAäN›	26
30602	KVAääAY	16
3722	KVÃCH	222
19862	KVEREK	32
9877	KVERKA	82
23884	KVÃä	24
45334	KVÃäEK	8
3890	KVÃT	213
15303	KVÃT¡K	47
52774	KVÃç¡K	6
11671	KVÃTENSK›	67
52775	KVÃTINA	6
31834	KVÃTINSK›	15
52776	KVETKO	6
19442	KVÃTON	33
1369	KVÃTO“	537
37973	KVÃTOUN	11
57755	KVETOVSK›	5
30603	KVI»ALA	16
3811	KVÕ»ALA	217
21609	KVI»ERA	28
23885	KVÕ»ERA	24
57756	KVI»ÕNSK›	5
42508	KVÕD	9
19443	KVÕDA	33
9678	KVÕDERA	84
40123	KVIETIK	10
20690	KVIETOK	30
16536	KVINTA	42
16537	KVINTUS	42
13414	KVIRENC	56
19035	KVIS	34
3744	KVITA	221
5177	KVÕTEK	161
57757	KVITSK›	5
4079	KVÕZ	205
48732	KVIZDA	7
42509	KVO»KA	9
9986	KVOCH	81
20257	KWACZEK	31
42510	KWAPULINSKI	9
57758	KWAPULI—SKI	5
37974	KWASNICA	11
16017	KWICZALA	44
40124	KWIECINSKI	10
36202	KWIEK	12
52777	KWOCZYNSKI	6
34572	KWOLEK	13
57759	KY¡NEK	5
33148	KYANKA	14
24539	KYAS	23
17683	KYBA	38
15304	KYBAL	47
19863	KYBIC	32
23886	K›BL	24
40125	K›BUS	10
57760	KYBYC	5
45335	KYC	8
57761	KYCA	5
33149	KYCELT	14
17684	KYCL	38
30604	KYCLER	16
29564	KYCLT	17
12094	K›»EK	64
27573	KY»ERKA	19
48733	KY»MER	7
27574	KYDAL	19
8527	KYDLÕ»EK	97
57762	KYHOS	5
13415	K›HOS	56
42511	KYCHLER	9
57763	KYJ¡K	5
29565	KYJA“A	17
45336	KYJ¡NEK	8
30605	KYJANICA	16
42512	KYJANKA	9
40126	KYJEVSK›	10
13609	KYJONKA	55
4061	KYJOVSK›	206
7580	KYKAL	110
27575	KYKRYCH	19
29566	KYKSA	17
4062	KYLAR	206
34573	KYLBERGER	13
57764	KYLBERGR	5
40127	KYLER	10
29567	KYLHOF	17
26708	KYLIAN	20
8685	KYLI¡N	95
25218	KYLI¡NEK	22
52778	KYLI¡ä	6
31835	KYLIES	15
34574	KYLICH	13
34575	KYLIä	13
16246	KYLÕäEK	43
12095	KYLLAR	64
42513	KYLLER	9
45337	KYLNAR	8
18345	KYLOUäEK	36
42514	KYLS¡N	9
40128	KYMADZE	10
21142	KYML	29
9203	KYMLA	89
14218	KYMLI»KA	52
42515	KYMPERGR	9
19864	KYMPL	32
23272	KYMR	25
22697	K›N	26
45338	K›NA	8
853	KYNCL	803
37975	KYN»IL	11
3043	KYN»L	269
13226	KYNDL	57
14000	KYNÃRA	53
25937	KYNICK›	21
22144	KYNKAL	27
40129	KYNKOR	10
48734	KYNL	7
48735	K›NL	7
37976	KYNOS	11
45339	KYNSK›	8
48736	KYNSTLER	7
34576	KYNäT	13
57765	KYNäTETR	5
57766	KYNTERA	5
48737	KYNTL	7
16538	KYNYCH	42
17361	KYNZL	39
57767	KYOVSK›	5
31836	KYP	15
33150	KYPAST	14
24540	KYPÃNA	23
33151	KYPET	14
57768	K›PEç	5
8686	KYPR	95
14885	KYPR›	49
48738	KYPSON	7
5766	KYPTA	146
36203	KYPUS	12
57769	KYP⁄S	5
5557	K›R	151
30606	K›RA	16
5801	KYRAL	145
52779	KYR¡L	6
40130	KYR¡äEK	10
48739	KYRCZ	7
11002	KYRIAN	72
27576	KYRI¡N	19
40131	KYRPAL	10
22145	KYRä	27
48740	KYRYAN	7
20691	KYRYCH	30
52780	KYS	6
20258	KYSA	31
7170	KYSEL	117
40132	KYSEº	10
635	KYSELA	1021
5588	KYSEL¡K	150
22146	KYSELICA	27
4207	KYSELKA	199
12378	KYSELO	62
29568	KYSELOVSK›	17
1436	KYSEL›	514
2140	KYSILKA	367
57770	KYSÕLKA	5
9878	KYSILKO	82
34577	KYSÕLKO	13
13416	KYSLÕK	56
23273	KYSLINGER	25
57771	KYSMAN	5
7131	KYSU»AN	118
14426	KYäA	51
34578	KYä¡K	13
9679	KYäKA	84
25219	KYäPERSK›	22
57772	K›TA	5
3276	KYTKA	252
48741	KYTL	7
13809	KYTLER	54
52781	KYTLIC	6
4303	KYTLICA	195
42516	KYTLI»KA	9
42517	KYTLÕK	9
20259	KYTNAR	31
16803	KYTNER	41
36204	KYTRYCH	12
57773	KYTTLER	5
13610	KYT›R	55
48742	KYUS	7
45340	K›VAL	8
6808	K›VALA	124
48743	KYVALSK›	7
22147	KYVÕÿ	27
52782	K›Z	6
17362	KYZEK	39
13611	KYZIV¡T	55
24541	K›ZL	23
21143	KYZLÕK	29
4994	KYZLINK	167
11003	KYZNAR	72
25220	KYZOUR	22
34579	KYZR	13
48744	KYZ⁄R	7
40133	KYZYV¡T	10
42518	L¡B	9
22698	LABA	26
57774	LABA»	5
52783	L¡BADI	6
42519	LABAI	9
2657	LABAJ	302
37977	LAB¡K	11
40134	LABAN	10
14886	LABANC	49
48745	LABANCZ	7
57775	LABANEC	5
42520	LABANI»	9
19444	LABANT	33
21610	LABAä	28
20260	LABAäTA	31
52784	LABDA	6
37978	L¡BEK	11
42521	LABIK	9
9879	LABÕK	82
36205	L¡BLER	12
57776	LABOH›	5
21144	LABOJ	29
57777	LABO“	5
19865	LABONEK	32
25221	LABOR	22
42522	LABOä	9
8761	LABOUNEK	94
25222	LABOUTKA	22
34580	LABOVSK›	13
19866	L¡BR	32
7132	LABSK›	118
42523	L¡BSKY	9
4430	LABUDA	189
12562	LABUDEK	61
28505	LABUDÕK	18
14219	LABURDA	52
37979	LABUS	11
21611	L¡BUS	28
8924	LABUç	92
16804	LABUTA	41
40135	LABUçA	10
52785	LABUZ	6
33152	LABUZÕK	14
52786	L¡C	6
25938	LACA	21
7863	LACEK	106
29569	LACENA	17
6751	LACI	125
52787	LACIAK	6
10205	LACIGA	79
34581	LACÕK	13
22699	LACIKA	26
349	LACINA	1718
16805	LACIN›	41
27577	LACIOK	19
17087	LACKA	40
37980	LACKI	11
655	LACKO	999
22148	LACKOVI»	27
52788	LACKOVSK›	6
48746	LACKUN	7
28506	LACL	18
4995	LACMAN	167
18346	LACN›	36
16539	LACO	42
48747	LACOURT	7
48748	LACUCH	7
57778	LACUä	5
31837	LACUäKA	15
37981	LACZA	11
16247	LACZKO	43
57779	LACZK”	5
57780	LA»EV	5
48749	LA»IK	7
19867	LA»ÕK	32
27578	L¡»ÕK	19
7659	LA»“¡K	109
17363	LA»N›	39
36206	LAD	12
13417	L¡D	56
15305	LADA	47
48750	L¡DA	7
30607	LAD¡NYI	16
23274	L¡DEK	25
40136	LADENBERGER	10
48751	LADICK›	7
57781	LADICS	5
8302	LADI»	100
19868	LADISLAV	32
57782	LADKA	5
28507	LADMA	18
6591	LADMAN	128
30608	LAD“¡K	16
29570	LADNAR	17
30609	LADNER	16
52789	LADNO	6
36207	LADOMIRJAK	12
13227	L¡DR	57
7221	LADRA	116
57783	L¡DRA	5
11145	LAD›ÿ	71
57784	LADZIANSK›	5
48752	LADéON	7
16806	L¡F	41
25939	LAFANT	21
57785	LAFAR	5
12716	LAFATA	60
7660	LAFEK	109
52790	LAFFAR	6
52791	LAFUNT¡L	6
4184	LAGA	200
34582	LAGAN	13
57786	LAGHI	5
31838	LAGIN	15
30610	LAGNER	16
26709	L¡GNER	20
52792	LAGO	6
3626	LAGRON	227
48753	LAH	7
45341	LAHMER	8
25223	LAHNER	22
26710	L¡HNER	20
3412	LAHODA	242
5294	LAHODN›	158
14220	LAHOLA	52
48754	L¡HOLA	7
57787	LAHOLÕK	5
57788	LAHOVEC	5
9204	LAHOVSK›	89
36208	LAHR	12
57789	LAHRES	5
14887	LAHU»K›	49
57790	LAHULEK	5
20261	LAHUTA	31
21145	LAHVI»KA	29
4279	LACH	196
40137	ºACH	10
6752	L¡CHA	125
52793	LACH»INA	6
33153	LACHE	14
40138	LACHENDRO	10
19445	LACHETA	33
45342	LACHKOVI»	8
23887	LACHK›	24
57791	ºACHK›	5
1719	LACHMAN	442
22149	LACHMANN	27
52794	LACHNER	6
9680	LACHNIT	84
42524	LACHNITT	9
45343	LACHO	8
48755	LACHOR	7
5368	LACHOUT	156
48756	LACHOVSK›	7
36209	LACHOWICZ	12
42525	LACHS	9
8091	LAIBL	103
26711	LAIBNER	20
45344	LAIDORF	8
48757	LAIER	7
28508	LAIFERT	18
18671	LAIFR	35
57792	LAIGOT	5
15093	LAICHMAN	48
36210	LAICHTER	12
12904	LAIN	59
37982	LAINER	11
25224	LAINKA	22
31839	LAIPERT	15
30611	LAIPOLD	16
57793	LAISEK	5
57794	LAITA	5
19446	LAITL	33
22150	LAITNER	27
48758	LAITOCH	7
52795	LAJA	6
12905	LAJBL	59
20262	LAJBNER	31
24542	LAJCMAN	23
23275	LAJCZYK	25
36211	LAJ»AK	12
36212	LAJ»¡K	12
23888	LAJ»ÕK	24
30612	LAJ»OK	16
12220	LAJDA	63
40139	LAJDAR	10
57795	LAJDOLF	5
33154	LAJDORF	14
22151	LAJER	27
52796	LAJGNER	6
25225	LAJGOT	22
25226	LAJKEB	22
40140	LAJKEP	10
42526	LAJKSNER	9
26712	LAJMAR	20
48759	LAJMR	7
36213	LAJN	12
14427	LAJNER	51
48760	LAJOä	7
37983	LAJPERT	11
20692	LAJPOLD	30
33155	LAJSEK	14
22152	LAJäNER	27
42527	LAJT¡R	9
17088	LAJTKEP	40
26713	LAJTNER	20
31840	LAJTOCH	15
22700	LAJVR	26
12563	LAJZA	61
42528	LAJZO	9
30613	LAJéNER	16
57796	LAKATA	5
4006	LAKATOS	208
800	LAKATOä	848
28509	LAKI	18
48761	LAKMAYER	7
48762	LAK”	7
1146	LAKOM›	625
45345	LAKOS	8
9786	LAKOSIL	83
40141	LAKOäTÕK	10
11146	LAKOTA	71
45346	LAKRON	8
42529	LAKSA	9
14221	LAKSAR	52
52797	LAKUä	6
23889	LAKVA	24
26714	LAKY	20
6540	L¡LA	129
7661	LAL¡K	109
42530	LALI	9
8528	LALIK	97
7864	LALÕK	106
52798	L¡LÕK	6
48763	ºALÕK	7
22153	LALINSK›	27
25227	LALIä	22
57797	LALKOVICS	5
57798	LALO	5
57799	L¡LO	5
23890	LALOä¡K	24
37984	LALOU»EK	11
25940	LALOUäEK	21
25941	LALUHA	21
40142	LALUCH	10
48764	LAM	7
10644	LAMACZ	75
1603	LAMA»	470
23276	LAM¡»EK	25
28510	LAMA»KA	18
45347	LAMAÿ	8
25228	LAMATA	22
57800	LAMATSCHEK	5
34583	LAMBERK	13
16540	LAMBERSK›	42
7171	LAMBERT	117
40143	LAMBERTY	10
34584	LAMBL	13
40144	LAMBOJ	10
17364	LAMBOR	39
42531	LAMBOT	9
20693	LAMER	30
34585	LAMEä	13
48765	LAMI	7
14222	LAMICH	52
8847	LAMKA	93
45348	LAML	8
13079	LAMLA	58
30614	LƒMLEIN	16
22701	LAMMEL	26
52799	LAMMER	6
37985	LAMMR	11
14001	LAMOä	53
6753	LAMPA	125
36214	LAMPAR	12
28511	LAMP¡REK	18
8004	LAMPART	104
48766	LAMPARTER	7
57801	LAMPEITL	5
23277	LAMPER	25
21612	LAMPERT	28
23891	LAMPÕR	24
29571	LAMPÕÿ	17
42532	LAMPL	9
15306	LAMPLOT	47
22702	LAMPLOTA	26
36215	LAMPRECHT	12
14653	LAMR	50
34586	LAMSER	13
57802	L¡MUS	5
36216	LAMéA	12
45349	LAMéÕK	8
5706	L¡N	147
36217	LANA	12
13418	L¡NA	56
23892	LA“AR	24
2513	LANC	320
57803	L¡NC	5
52800	LANCDORF	6
48767	LANCIGR	7
17365	LANCINGER	39
40145	LANCINGR	10
18347	LANCMAN	36
57804	LANCMANN	5
33156	LANCOä	14
48768	L¡NCOä	7
25942	LANCOUCH	21
40146	LANCŸCH	10
24543	LANCZ	23
57805	LANCZMAN	5
9987	LAN»	81
3583	LAN»A	230
12717	LAN»ARI»	60
20694	LAN»I	30
29572	LAN»ÕK	17
537	LANDA	1182
29573	LANDAU	17
30615	LANDAUER	16
42533	LANDAUF	9
42534	LANDBAUER	9
26715	LANDECKI	20
25229	LANDECK›	22
37986	LANDER	11
45350	LANDERGOT	8
52801	LANDERGOTT	6
18348	LANDFELD	36
27579	LANDGRAF	19
25230	LANDGR¡F	22
36218	LANDIGA	12
26716	LANDÕK	20
24544	LANDKAMER	23
19036	LANDKAMMER	34
34587	LANDKAMR	13
42535	LANDKAä	9
34588	LANDOR	13
22703	LANDORI	26
10206	LANDOVSK›	79
25231	LANDR	22
22154	LANDRGOTT	27
48769	LANDRICHTER	7
57806	LANDSDORF	5
16018	LANDSFELD	44
57807	LANDSHUT	5
11147	LANDSINGER	71
7277	LANDSMAN	115
8687	LANDSMANN	95
57808	LANDSMIN	5
37987	LANDSPERSK›	11
52802	LANDSTEIN	6
24545	LANDäTOF	23
26717	LANDT	20
52803	LANDVOJTOVI»	6
25232	LANDYä	22
10883	LANÃ	73
30616	LANÃK	16
42536	L¡NÃK	9
52804	LANER	6
57809	L¡NER	5
334	LANG	1780
26718	LANGA	20
57810	LANG¡»EK	5
34589	LANGAR	13
37988	LANG¡ä	11
16807	LANG¡äEK	41
52805	LANGAUF	6
15538	LANGE	46
57811	LANGENBERG	5
34590	LANGENBERGER	13
277	LANGER	2036
45351	LƒNGER	8
30617	LANGFELNER	16
23278	LANGHAMER	25
4574	LANGHAMMER	181
52806	LANGHAMR	6
12564	LANGHANS	61
48770	LANGKRAMER	7
52807	LANGL	6
7662	LANGMAIER	109
4133	LANGMAJER	202
19869	LANGMANN	32
25233	LANGMAYER	22
34591	LANGMEIER	13
31841	LANGM‹LLER	15
19447	LANGNER	33
10645	LANGPAUL	75
767	LANGR	868
45352	LANGÿÕK	8
52808	LANGSTEIN	6
14428	LANGä¡DL	51
57812	LANGTHALER	5
19870	LANGWEIL	32
40147	LANHAUS	10
40148	L¡NI	10
57813	LANIAK	5
37989	LANÕ»EK	11
57814	L¡NI»EK	5
5996	L¡NÕ»EK	141
3627	LANÕK	227
25943	L¡NIK	21
1875	L¡NÕK	409
4471	LANK	187
3790	LA“KA	218
3694	LANKAä	224
48771	LANKOCZ	7
25234	LANKO»Õ	22
40149	LANO	10
37990	L¡NO	11
22155	LANSDORF	27
37991	LANSK›	11
1430	L¡NSK›	516
15754	LANäPERK	45
20263	LANT	31
11295	LANTA	70
45353	LANTAJ	8
20695	LANTORA	30
48772	LANTOS	7
28512	LANTOä	18
34592	L¡NY	13
29574	L¡NYI	17
22704	LANZ	26
57815	LANZDORF	5
42537	LANZENDORF	9
25944	LANZEND÷RFER	21
48773	LANZEND’RFER	7
52809	LANZER	6
23893	LANé	24
9589	LANéHOTSK›	85
45354	LAOVSK›	8
52810	LAPACÕK	6
48774	LAPA»	7
2898	LAP¡»EK	281
40150	LAPA»KA	10
27580	LAP»¡K	19
2274	LAP»ÕK	348
30618	LAPEC	16
5369	LAPEä	156
52811	LAPICE	6
45355	LAPIHUSKA	8
33157	LAPIN	14
48775	LAPISZ	7
7725	LAPIä	108
3673	LAPKA	225
37992	L¡PKA	11
57816	LAPOR»¡K	5
48776	LAPOSA	7
45356	LAPSK›	8
18349	LAPäANSK›	36
57817	LAPäO	5
20696	LAPUNÕK	30
40151	LAP⁄NIK	10
48777	LAR	7
33158	L¡R	14
57818	LARCEV	5
27581	LARES	19
22156	LARISCH	27
57819	LARISZ	5
14223	LARIä	52
57820	L¡RIä	5
12718	LARVA	60
52812	LARYSCH	6
24546	LARYSZ	23
6699	LARYä	126
16019	L¡RYä	44
2291	LAS¡K	346
20264	LASEK	31
48778	LASEVI»	7
31842	LASCH	15
